review,place
Cops of ooty are very bad..they spoke bad about our state Karnataka..and they only check KA boards..n try to charge money for non sense thing,Ooty
"Dalhousie is destination  located himachal pradesh.dalhousie are above for pathankot. Dalhousie visited with collage friend for tracking camp in under invincible ngo. Dalhousie are nice atmosphere and place are shaw cool. Dalhousie are atmospheric noise free and polution free. Dalhousie near are available chemera lack and subhsh bavli place.chamera lack place are shaw beutifull and during the sun set point for lack are awesome. Subhash bavli place are subha chndra boje is tretment durin the his infection for tb and water are shaw usefull. Dalhoise are shaw cool place them most of couple are visited. But I visited with college friend. Dalhousie above for lakdmandi, kaltop, paunchkull are most visted place. Khajiyar are mini Switzerland of India are avalible  near for dalhousie.",Dalhousie
"Plastic ban and water atm are amazing concepts, keep it up.  Even hotels store compulsary filtered water for guests which is great.  One thing which is very bad is water from houses coming on road, please visit the top near Chettinad House and walk down, the water smells. Same thing observed while walking through many streets, street near Tamilnadu hotel, yuck, this needs correction, sorry ooty is beautiful but this is a huge put off for tourists.",Ooty
I went to dalhousie in this march and it was more than just awesome trip when you are visiting dalhousie you have to definitely go to sach pass it is a snow valley. And it is quite awesome. atleast once in a lifetime you should go here I visited hotel monal here and service was excellent. Extremely happy.,Dalhousie
"Nestled in Himachal Pradesh, this beautiful picturesque place lies directly in the lap of the mountains. This beauty can be enjoyed at all times of the year. It has a different kind of beauty in Summer or in Winter. Nearby visiting places are Chamba, Khajjiar, Dharamshala, etc. We had stayed at hotel Grand View during December and though it was a bit expensive but the view from our rooms were worth each penny spent. There are a large number of hotels available and at variable rates. Best time to visit though is from May till September. Tourist cars are also available at very cheap rates. But definitely do some research before visiting the place as that will help you in taking in the beauty of the place.",Dalhousie
Dalhousie - the famous hillstation  where you should visit in spring and summers . It is a awesome place to calm down your mind and get relief from burdens of your works . you should try the famous tibetian market near gandhi chowk for your best shopping experience.Also so many places around dalhousie like kala top and khajiar are famous for raw nature. you should visit dalhousie,Dalhousie
"I went to kasauli previous month and I am in love with that place , its so beautiful and calm, I mean their is not so much of noice and the air their is like very pure , its like a heaven for our lungs , there are so many places where I visited like sunset point, manki point , gilbret trail and many more but the best is manki point , it's so high on the mountain , it's around 6500ft , and view from their is like unbelievable , very beautiful place and the restaurants in kasauli are aslo very nice , Be careful at some places as their are no safety somewhere so be safe , I like that place.",Kasauli
"Kasauli is famous place.it is 50 kilometer away from chandigarh.I and my family visited Kasauli last 5 year ago. We reached  here by bus. Buses are easily available from chandigarh.bus was more comfortable for us.we enjoy beautiful and wonderful hills. We can visite here so much place like as monkey point, sunset point, Christmas church, mail road.all the place are so beautiful. We can stay in hotel.because there are so many hotel available here in reasonable  price.there are so many hotel like as blossom resort, Kasauli hotel, hotel alpine hill and so many. We bought some clothes and famous things in the market.we liked Kasauli food.food was so tasty. Overall this place is so beautiful.I will recommend to visit this place.thanks",Kasauli
"During last Christmas holidays, I decided to drive down to Ooty, Mysore and Bangalore. I had been to Ooty about a decade back and read that it had kind of lost its charm now, however my wife wanted to visit this hill-station and I wanted to enjoy the drive - hence the trip! From Goa, I headed via Hubli to NH-4 This is a pleasure drive! From Mysore to Nanjangudu - Gudlupete, its normal state-highway road with some traffic. Then you pass through Bandipur National Sanctuary. The road is full of greenery, however a small single lane road, mostly broken at places, with lot of speed-breakers hence you have to always negotiate while giving sides to other vehicles etc. Here you will cross the Karnataka/TN state border and enter TN state. After that there are two routes one can take, one which is via Masinagudi which is shorter, however with 36 hair-pin bends and which is the most interesting part of driving I did the first one! During my childhood trip to Ooty I had been a passenger in the car and this time I was on the wheels. I read few reviews about this route, some were scary while some gave proper instructions on how to drive, what precautions to take etc. Basically, this about 12-13 kms stretch of steep road, with 36 hair-pin bends, some scary & challenging, some simple. As the road cuts through the mountains, the temperature keeps falling and one starts becomes somewhat breathless even with some walking. I stopped on the way once, just to give some rest to the car engine and to let the tires cool down All the bends are done some 15-20 mins and you feel nice once you are done with all of them. A few kms from there you reach the main town. Yes, the place is nice and yes its a lot commercialized. You would see, ads saying welcome to Nilgiris, keep it clean etc. The first thing you notice are the crowded concrete buidings - restaurants, guest houses, shops - it clearly shows that all people want here is to make money from the tourism industry. Weather is a huge plus. The day temprature was pretty soothing and pleasant with plenty of sunlight, however the same started falling down as the sun set and reached below 10 degrees in the night. The town starts shutting down by 7-8 pm, make sure you have your dinner done by then. Yes, Eucalyptus oil, local home-made chocolates, woolen wear, Tea powder, soaps, spices etc. Try eating raw reddish carrots sold at the road-side. Chocolates were a disappointment as they tasted the likes of normal dairy milk/milky-bar. Tea powder also same story - Like all tourists do, I had listed few places to visit while in Ooty Hopeless, there is nothing to see or do here, except lying around and taking walks. Nice for boating and has variety of other games/events to do like Bumping cars. for spectacular view of valley. Take Ooty-Coonor Again, nothing much, heard its best during April when the roses bloom. - Beautiful scenery all around the lake. Plenty of options and I don't think one needs a reservation(Dec is kind of off season, though we saw a lot of tourists around). We went without any prior reservation and on a friend's suggestion, stayed at a placed called Manthada, 4 kms from away from the main town - which was an excellent places to stay All in all, agreed Ooty is kind of losing its sheen but one can surely enjoy the weather",Ooty
"IT IS AROUND THE FIVE HILLS WHICH ARE THE BEST PLACES FOR SIGHHTSEEING IN DALHOUSIE NAMELY KATALAGH, POTREYN, BAKROTA, TERAH, AND BANGORA. THIS DESTINATION OFFERS LOTS  OF ACTIVITY FOR NATURE LOVERS AND ADVENTURERS. THERE ARE SO MANY PLACES FOR VISIT SUCH AS DAIKUND PEAK, GANJI PAHARI, JHANDRI GATE, GARAM SADAK. DALHOUSIE SIGHTSEEING WILL BE INCOMPLETE VISTING MOTI TIBBA, RANG MAHAL AND SACH PASS FOR MOUNTAIN TREKKING WHICH IS THE BEST DALHOUSIE TOURIST  PLACE. FOR VISITNG THERE ARE NEAREST AIRPORT IS PATHANKOT AND ALSO WITH BUS AND TRAINS. IT HAS NO DEARTH OF BUDGET HOTEL LUXURY HOTELS AND RESORTS THAT ARE AT A CLOSE VICINITY TO FAMOUS PLACE IN DALHUSIE",Dalhousie
Dalhousie is a very small but beautiful place although for people of other Hill stations won't find anything interesting there except khajjiyar but If you are planning to visit Dalhousie from a place which has hot climate conditions and very busy life. Then you are planning to visit a right place to go because its climatic conditions are very pleasant In summers and cold in winters if you want to see snow. But at the same time I want to tell you if you are also from some hilly area and there is nothing to see in Dalhousie just go there see khajjiyar and come back then don't waste time there and plan to go some where else.,Dalhousie
"Dalhousie is the one of the best place to visit in Himachal Pradesh .  It is  very peaceful city  with natural beauty, there are only few places to visit there but when u will visit those places u fill forgett every thing and will enjoy that moment.The Places to visit in dalhousie  are khajjiar, Kalatop, Dainkund valley, Panjpulla . Amongest these people usually went to khajjiar because it is more popular than the other places . They dont visit other places and say that there is not much to see in dalhousie .Kalatop is a place same as wildlife sanctuary  u will listens the sounds of insects there and it seems like they are singing, it will really  good and changes are mod drastically  from good to awesome. Dainkund valley is  very above the sea level  and when u will go there  u wil see flower everywhere it looks loke snow is on the ground but they are flowers .There is a tempel located at dainkund valley and many people go there to take the blessings .The best time to visit dalhousie is during winters i.e from decemeber to jan . Because at that time lot of snowfall happens .Usually there is very less traffic in dalhousie but as soon as winter starts the traffic increases and the rooms of the hotel also start getting booked. People should not worry about where they will stay . There are more than enough Hotels there after every one and half km u can see a hotel .The services of the hotel is also very good there so u can go there and enjoy the beauty. During summer  also u can visit dalhousie because the temperature is very less according to the other places so will feel relax and will be able to enjoy every singel moment.And now I will talk about the safety of dalhousie there is air force and armed forces there so u can everywhere without any fear . The roads are also very good as it has improved in last 5 years a lot . It was in a very poor condition because of heavy rainfalls and landslides . But know all the roads are almost safe with no cracks on the road .I know all of this because I live in dalhousie and with my own experience im telling u this,  please visit dalhousie im damn sure u will take al lot of unforgetful memories with u.",Dalhousie
Hello all today I want to discuss with my one of best tourist place I ever visited .First I tell you DALHOUSIE is situated in the Chamba district in HP. As u know HP is coolest place in India so dalhousie as well. This is very wonderful palace to spent our holidays there. I was going for the survey camp there. we stayed 10 days in the dalhousie . It is very easy to reach there because there is also bus availability to reach the final destination. From Pathankot the distance of dalhousie is only 85 km but it is steep height from there. Famous about dalhousie is its climate as I go in the summer there was ultimate climate there. as in the june we take blankets .you can idea how its cool there. For staying the best and or I can say cheapest place is YOUTH HOSTEL their accommodation facility are very good as well as food quality. for local sightseeing there is a market for wood items . There is also a palace named' KHAJJIAR' which is few miles from there. it is also a hill station which have a very beautiful scenery .A large ground cover with the grass all around and lot of long trees around it make it very charming and rest the climate do. I also attach some of the pics.So in last I can say we should must watch this beautiful palace prefer in summer. THANKU,Dalhousie
"I visited dalhousie in oct, 2015 and  july, 2017. The place to spend your perfect holiday with family, very beautiful. No rush at all and local people are nice ober there though be aware of your belonging. In my experience the hotel people are disgracing the honesty of local people. Incidence: I foegot my phone in my hotel room but before leaving I realizing it must be in hotel then I run to my hotel room and found it locked ( note: I left the hotel room just 10 mins before) . Then I get into the kitchen and cum sleeping area of cleaners and the one who manage's hotel. When I asked him abt the phone he said bhaisahab room saaf ho chuka h or koi phone ni mila. At the same time I called on my no. And it rang in front of me under writing pad which was placed to hide it. Even though he said you cant take this phone without giving bakshish to the person who found it. I got totally surprised. This is my personal experience of 2015. So, when I was crossing dalhousie to get sach pass. I dont even think to stop in dalhousie to have breakfast. I did my breakfast at khajjiar at local dhaba who are really rich by heart. Love the region but still hate dalhouise people. I can go on with my exprience which was bad, may be unfortunately I encountered bad people among good one's. I love himachal please stop exploiting tourist. When it comes to safety so, guys no safety make sure u have every thing for ur trip and dont get involved in any fight bcoz kind of group works there which will beat u up and u cant even complain bcoz police dont want to mess with locals",Dalhousie
"Hello to all the viewers on Mouthshut.com. I need to state that I have a very Crazy Husband and he is so fond of Long Drives and he loves to visit the Hill stations often. He follows a rule to make Plans for outing that is ""Never Make any plan and wait for the day, he says why not today""? . I still remember it was 2.30 AM on a Saturday and I heard my Husband calling my name and asking me to wake up. I was shocked why he wants me to get up so early. He just didn't tell me anything and asked me to just fresh up and pack up things. And amazingly till I was done with getting fresh he was already dressed up and back packs ready. We started at sharp 03.40 AM and till that time I was not told where we are heading to. We started from our Apartment which was at HSR Layout(Bangalore) and within 45 minutes we were at the Mysore road. I felt asleep and tucked in myself safely at the back seat. I slept the whole long way and till we reached the ghats section at the foothills of Madumalai Tiger reserve. Then I realized that we are heading towards OOTY.  Happy and amazed I jumped in to the front seat to catch the amazing view of the Dangerous Hair Pin Curves which were 36 in numbers. As he was a professional Racing driver(TURA MOUNTAIN CHALLENGE) he was just ripping along the curves and that pumped up the excitement more. We reached Ooty Town by 7 AM and then we went to get the hotel rooms booked. Any one will find so many options for stay in OOTY. We Chose Delightz Inn Resorts which is at Tiger Hill Road and is a good place safe and secure. What next was most interesting, we missed the hot water at the Hotel for a bath and hence cold water bath was the only option but after taking that we felt more comfortable. We started from the Hotel to fetch out next destination at 09.40 AM. We went to Coonoor which is at a distance of 20 KMs from Ooty. We drove though the curvy roads with Tea Plantations both side. There is a Famous Tourist Spot ""Dolphin's Nose"". There is a Hill which looks like the nose of the Dolphin and hence the name. Refreshments is available at that place and one can also purchase many items like Tea Powder, Spices and Chocolates. One the way back from Coonoor to Ooty town we stopped at a place called the Sleeping Lady Mountain. If one is lucky enough and if there is no fog one can see a line of hills resembling a Lady sleeping. By 3.45 PM we were back at Ooty town. There are many shops where in any one can find all sort of gift items and also hand woven garments. Restaurants both for the Vegetarians and the Non-Vegetarians are also available and the quality of food is also great. Tired that they we decided to take rest for the day. The very next day we started early in the morning and we headed towards Doddabetta Peak. Absolutely loved it . we stayed there for 2 hours and we loved every moment of it. You can have an Entire View of Ooty from there and it really looks mesmerizing. Then at around 10.15 Am we reached Botanical Gardens. Now this is a place where is well maintained and the greenery will make you feel really awsome. There is ample space for the kids to play around and hence also a good place for the families to visit and spend some time. After staying at the Botanical Garden for around 40 minutes we started for Pykara Dam which is around 20 kms from ooty town. That drive will also be a memory as you will be passing all the Pine trees. This Lake is far better than the Ooty Lake and here Motorized boats are also available for rides. This place also has a nice roofed area with the Tea/Coffee shops where we can sit enjoy tea and have a nice view of the lake. At around 4.30 we headed back to the Hotel, thought of spending a day more in Ooty but as I have already stated he is quiet unpredictable and hence we started back to Bangalore at 5 pm although that is not a preferable time to travel back. There is a lot more to write but time is less but Ooty is definitely a place that needs to be visited once. Its perfect for the Riders too as I see that many of the Bike riders chose it as the destination for their rides.",Ooty
"My parents and I decided to head to Ooty for 4 days in April(14th - 17th) to beat the Summer heat. I read many MS reviews on Ooty to know what to expect. I wanted to have a night journey whereas my parents wanted to travel during the day to have a nice view on the way. Finally I gave in and booked tickets for Bangalore-Ooty Volvo starting at 9.30 AM. We also booked the Rajahamsa return tickets since Volvo was full for Sunday night/evening. Journey: On April 14th, we all went to Majestic with lunch and breakfast packed in our bags. The bus started on time. The bus stopped thrice- for breakfast, lunch and tea. All the canteens were horrible n unhygenic as expected. So its better to carry your own food or snacks. A kannada and then a hindi movie(Dil Se) was played in the bus and I was amused to see two foreigners in the bus staring at TV:) Once we reached Bandipur, the journey got exciting. Everyone in the bus was up to spot animals. We spotted many deers, few elephants & some species of monkeys. After crossing Bandipur, we passed by many scenic places. A mild waft of Eucalyptus smell filled the air even though we were inside Volvo and we could feel the temperature dropping outside. The bus reached Ooty at 5.30 PM. Accomodation: We had got accomodation booked at JSS College guest house. This guest house is open only for JSS Collegians' families, but since my father knew someone there he booked it for us. The guest house is very decent, spacious and clean. There was a tv with few channels, a double bed, 2 chairs, a table, mirror stand with table, cupboard, spacious bathroom and a balcony with massive windows. It costed us only Rs. 750/day. Had we booked an accomodation with similar facilities elsewhere in Ooty, it would have costed us a minimum Rs. 1500/day. We also had breakfast and dinner on all the 3 days & 3 nights we stayed there. Food was simple and tasty. For breakfast it was dosa/idli/poha and tea/coffe. For dinner it was roti, curry, rice, rasam & butter milk. They charged Rs. 50/meal/person, but it was well worth it considering food qualtiy and cost in Ooty. Sightseeing: 1) On the first day we opted for Ooty-Conoor package by Impala Travels for Rs.125 each. It covered the following: Ketty Valley Veiw point: Here we can have a nice view of the valley beneath. We can also see through Telescope the church where Saajan movie climax was shot. They charge Rs. 5 for the Telescopic view. Singara Tea estate: The most beautiful of all the places in Ooty-Conoor. It's a huge Tea estate owned by old actress Mumtaz and her husband(lucky Fardeen:). We can take photos there in the tea-plucker's attire for Rs. 40. We can also taste Masala Tea and chocolate Tea and buy tea powder. Doddabetta Peak: This is the highest peak in south India. By the time we reached there, it was drizzling and the view was completely blocked by the cloud. It was beautiful to be amidst clouds and cool breeze. Ooty Lake: It looked very beautiful with the backdrop of massive trees, but it was stinking. So we didn't bother boating. My suggestion- Just enjoy it's beauty from a distance. Botanical Garden: Beautiful and crowded garden. It looks similar to our Bangalore's Lal Bagh. 2) On the second day we opted for Filmi Chakkar package by the same Travels because they have a pick up from our guest house. It costed Rs.125 each and covered Film-shooting spots like the following: Pine Forest: Tall Pine trees make for beautiful viewing. 9th Mile: It has a decent view to offer once we climb up the grass slopes. The grass has turned yellow and dried up now. Pykara Lake: It's dried up a bit and has boating facilities. Rose Garden: Entry ticket costs Rs.20. It did not have many roses so we did not enter. The bus also passed through spots where ""Roja"" was shot and golf club. In the evening we went to Charing Cross and shopped for some homemade chocolates. Now I had high expectations from these chocs and they did not live up to it. I bought a box each from 2 bakeries and both tasted average, much like a choc barfee! We strolled some more and had a pizza in Domino's and returned to guest house. Food: The only good food you can get in Ooty is at Hotel Nahar's 3 restaurants. I had schezwan mushroom noodles and my parents took meals and the bill was Rs. 320 and it was worth it. It is located on Charing cross road. There are many restaurants on this road but a safe bet would be to eat only at Domino's, Saravanas or one of Hotel Nahar's 3 restaurants Since we had one more day on hand, we decided to try Ooty-Conoor Toy Train but we got up late and we were not able to get tickets:) So we decided to go to Doddabetta Peak again since we could not see anything on the first day. It was a clear, sunny day and we spent a few hours at the peak and went back to our guest house. It was time to pack and leave for our 6 PM bus. It was tiime to say Goodbye:( Time to get back to our busy, city lives. The return journey was horrible coz we had got the last row seats and I felt like puking the first few hours. I guess last row seats in Ooty have a thing for my family! Also, there were some unruly school/college guys in the bus who were creating a ruckus and disturbing everyone in the bus. The bus reached Bangalore at 3 AM . Note: Please avoid Impala Travels. They made us sit in the last row seats and reserved middle seats for Tamilians. They did not allow us to sit there even after arguing. They repeated this on the second day too, but we didn't budge this time. They came late on the first day and dropped two spots viz, Catherine Falls view and Sim's Park due to lack of time and hurried us at other spots(within 10-20 mins). They stopped at ""Mahalakshmi"" for lunch which was bad and crowded because many Travels stop here for lunch. A better option would be to grab a quick bite at Cafe Coffee Day in the vicinity. All in all, I would recommend everyone to visit Ooty and Conoor once for the natural beauty, weather and fresh air. It's worth seeing only once because there are many more beautiful places in India to be explored. 3 days are good enough to cover all places. My parents had visited Ooty around 10 years ago and they felt it has become highly commercialised what with houses and lodges coming up everywhere by cutting trees all over the city. If you have the luxury of money and time, hire a car and visit all the places. This way you can stay at those places and enjoy for as long as you want.",Ooty
"Hi Guys! Today I am going to review a wonder hill station Dalhousie which is situated in Himachal Pradesh. I have visited Manali, Shimla but I like the Dalhousie is wonderful place. Its a not so much crowded like other hills station. You will find it so calm and peaceful. I visited it in month of june 2015 and the weather there is so good in morning and evening we feel a little bit dip in temprature. If you are going for atleast for 5 days than you must visit chaurasi temple, khajjiar, pachpula, must visit sach paas where you can see lots of snow even in june. While travel there yoy can see lots wonder scenic views. In 2000 to 3500₹ you can find a good hotel there. I am planning to revisit it coming  year. I also suggest you must go there and enjoy the Switzerland of India",Dalhousie
"Although every place of Himachal Pradesh is amazing and cannot be missed, so is ""Dalousie"". Its a treat for tourists because there are many beautiful places to visit. Its very easy to reach Dalhousie from anywhere in India, you can hire cabs or take buses. There are several places to visit there but most favorite place is ""Daikund Peak"" which gives you a gorgeous view to remember. If you like climbing then you can climb upto 2 Kms and you will find many good paths on your way. An other beautiful place is ""Chamera Lake"", if you love boating then this place is for you. There are several hotels out there so you can find easily a good one( if its not a peak time). There is no issue for safety, you can easily walk on street and enjoy the beauty of dalhousie without any fear.",Dalhousie
"I personally found Dalhousie to be a boring place. I visited Dalhousie on 4th November, 2017 with my family and it was not that good an experience. There is nothing much to do in Dalhousie. Also it is not a developed area, unlike other hill stations. The roads are also not in a good condition and are very narrow. Dalhousie is not the place to visit if you are coming from a far off place like Delhi or Chandigarh. There’s just one place to see in Dalhousie that is, Khajjiar, which is a large field with a little lake in the centre. The lake had already dried. So there was nothing much left for us to see. The whole trip was a complete waste of money. Guys, it is not worth visiting if you are looking for something adventurous.",Dalhousie
"If you would like to get away from Hustle bustle of the city life and enjoy nature and its purest form, then Netarhat is the Place. It has still been able to keep its virginity and simplicity intact. A range of hellocks constitutes ChotaNagpur Plateau in Palamu, Jharkhand and Netarhat is the Queen of them all. The place is still predominantly a tribal area and people here have agricultural, mining labour, and handicraft as their livelihood.It is around 250 km from Ranchi, capital of new state Jharkhand and takes about 4 and half hours in bus. Private car can be hired as well to reach Netarhat. Betla forest is about 150 kilometres from Netarhat.Only Few hotels are available. However, in my opinion,  it is better to book them in advance, before arriving at the Netarhat. Some small restaurants are also available. But besides all these factors the Place is not at all safe which insist me to rate this amazing place as average. You cannot dare to take your own vehical roads are not well built.All the way it's an average  place to hangout with friends or with family. Moreover Don't forget to visit sunset point to enjoy the beauty of nature.",Netarhat
Friends I went to visit dalhousie with my friends . Friends I did not like this hill station at all. The roads in this Hill station are very much broken The hotels here also do not provide good facilities and see very expensive The name of this hill station is the name and nothing to see There is nothing besides seeing the snow here the vehicle facility is not quite good It is very dirty and rotten The dirty in dalhousie hill station is very much cleaned and not cleaned Traffic is very high here There is also fear of stolen goods in the hotels here. Here there is only a lake which in the palm. Friends have to spoil the money to go away here.,Dalhousie
Hey frnds I am back for sharing my experience on Hill station on Netarhat.Netarhat is city Lather district in Indian state Jharkhand. that place is not safe there is not proper hot lel facility who are come from cars and their vanes  .they should sleep in their vehicles because of insecurity. this is not safe for childrens and their is no arrangment of police station thsats it is very dangerous. that place is like as jungle there was a waterfall but did't sweem in it if any one slip he fall on deep water so it was very dangrous and unsafe I suggest dont visit that place because there ia no thing to see,Netarhat
This is good place to trravel long destination from ranchi it is situated in latehar state jharkhand it is best site for picnic in there a great point of view of sunrise or sunset it look very beautiful and charming pepole all around from india came to see the sunrise or sunset and also god of workship there is a good site of valley in travelling there is a dam and good place to celebrate a picnic it takes 6 hours from the ranchi where a great famous school is situated name netarhat which produce jharkhand academic counciling it is a naxalwad area but do not hurt tourist herw a deep forest which make people charming to see a beautiful forest.,Netarhat
"In last winter I with my some friends visited Netarhat, Jharkhand. It is the place of extreme Natural Beauty. It was very pleasant for visiting. But there is so many problem if you go with your family. Because Netarhat is a place of Mouist redder. That's why till this place is not safe for the Visitors. This place may be dangerous in nights. There are few villages in there but all are in forest so Every time I feel a loneliness. There is a problem with Hotels. Only 2 hotels we found in Netarhat. So in winter season many visitors didn't get Hotel in this place. Otherwise there are many water falls in Netarhat which is very Beautiful. That's all about Netarhat.",Netarhat
"It is a beautiful place to visit for adventure junkees, but for me I felt bit uncomfortable there because it was far from city and around that place I spotted only few shops and two hotels, but the waterfalls out there made my day although the place was slippery and not safe for childrens. Accessibility at the place was not so good because it was far from city and the small shops there had no products which I needed. Local sightseeing was good as the place had many waterfalls and there is no restrictions out there so we can go down to the waterfall and swim out there, but it is a risky place for the people who dont know to swim because if we slip there then we will fall directly inside the water. Hotels and accomodations are limited when I went there, I spotted ony two hotels, not sure if more was there and the facilities in the hotles are not upto the mark, but considering the forests around the hotles were good, the water facilities and electricity was 24 hrs active, but we had to compromise on food, as they had a limited menu, we can only order from the available items. As per safety measures in that place I dont think it was fully secure for a tourists to feel free, before reaching there few peoples were talking about the theifs who stollen the items of tourists, but we did not experience such things there and the waterfalls was not safe, which is our responsibility to stay as much away as possible and enjoy the beauty of nature from far.",Netarhat
Netarhat is the tourist place present in jharkhand. This place is present in Latehar district of jharkhand which is about 40 km from Latehar main town and approximately 140 km from ranchi.it is the place where always feel like cold and people can enjoy be seeing sun nearest to their front. Netarhat is popular for nearest sun rising and cold place of jharkhand. There have series of hills that make it attractive. A netarhat school present their which is famous in jharkhand. Netarhat is really a tourist place,Netarhat
"Me and my friends visited Dalhousie in 2016.We were enchanted with the green lush vegetation and the mesmerizing view of the Himalayas.We stayed in Dalhousie for 2 days and in this 2 days we hired a taxi to visit Khajjar(mini Switzerland), Kalatop Wildlife Sanctuary, Dainkund, and many more.Walking on the streets of dalhousie features the surrounding beauty of the hill station.Most of the restaurants and eatery are present in the Gandhi Chowk which is in heart of the city.",Dalhousie
Before 2months I have visited to this place so on behalf of my personal experience I would like to share with you as a review. There is no good accessibility in this place and it is very dangerous place. When we talk about the local sightseeing it is a little bit nice but not so amazing as you could expect because we can't see sunrise properly here. The main problem is there is no proper hotel facility usually peoples who come with their car & Van they should sleep inside only because of insecurency of the place. This place is very dangerous and not so secured there is no proper police station near this place. So by observing of these things I would like to suggest you all please don't go here because it is a very dangerous place.,Netarhat
"I am going to share my experience about this hill station. It is a place to visit in all the month of the year. But I prefared summer. Netherhat is a city in Latehar district of the Indian state of Jharkhand. Referring to the queen of chhota Nagpura, it is a popular hill station. The first thing you should do is not to forget to see the sunrise early in the morning. Once you refresh, you can spend the rest of the day in the different waterfalls. In the evening, make a point to give Magnolia Point, which is ten kilometers away from Netarhat, to give a testimony to the spectacular sun. Yo can pass your time in nature or visit the places like Netherhat School and the Netarhat Dam. Neharhat is a plateau region and there is not much in terms of food. Around this area, small restaurants generally mix Bihari and Bengali dishes. Hotel facility is not available here. One or two small hotels are available which are always crowd and rooms are not available. No hospital as well as Police station available near it. So this place is not good in security prurpose. Like and comment on above review.",Netarhat
"Hello friends , I am giving review and my true experience on Netarhat a place where no facility available for our safety .Anytime , anything can happen .There is no hotel facility to stay their and enjoy lonh time , no police station near Netarhat for help and support .This is a open place sourrounded with so many long trees. Wild animals also come their anytime and give harm to us.No guard their for guide and help in night.Also main thing is tha no proper sunshine can see . Accessibility is very far from my region and this is one side place , their is noone near this place. Local sightseeing is also bad.Only trees are their to see only in day time.No sunshine can see because of so many trees. Hotels / accomodations , ni hotels their for stay in night.one who go with their cars they can stay and sleep . No safety facility their for visitors , no guard in night and propers instructions , no police station near .",Netarhat
"I visited this beautiful place with my family. Speciality of netarhat(known as choranagpur) is the beautiful sunrise and sunset views.we enjoyed here because it is a place which filled with natural beauty.we enjoyed sunset at magonilla point which is an amazing plays for sunset views.there are lots of water falls here. Availability of chemist shops are very poor.this makes difficulties to the people who came here without medicines.we suffered lot. Availability of accommodation is average and netarhat is not linked with other important cities. In my opinion, it is not a safe place to visit because maoist threats are existing here. It is a perfect place to enjoy the natural beauty but not a safe place! Thank you",Netarhat
"Nothing to see their Only the thing to see is khajiyaar which is some km away from it better than dalhousie Khajiyaar has a big area . A green ground And a place covered with tall trees and their is also skydiving So my advice is to say no to dalhousie it has nothing to see only a waste of time So, visit anywhere else rather than it",Dalhousie
"I would like to share my personal experience with Netarhat, the tourism place. I went their with my friends 2 weeks ago. We went their for a tour. We reached there at 7 a.m.  I was excited to see that place because my friends tells me that this place has s natural beauty and looks very beautiful. When we reached there, we looked for a hotel because we were staying there for 3 days as planned But there were shortage of hotels and this place is far from city. We found only two hotels there and they charged a lot. But we needed a hotel so we paid xtra money. When we went out to see that place after taking rest in hotel, I found that it is not beautiful as my friends told me. This place is like a jungle . there was no thing which can we see. There was a waterfall but we didn't swim out as if anyone slips from there he fell into deep water. This place is not suitable for children as they are not safe there. I suggest that not to visit this place bacause there is no thing to see like.",Netarhat
"I am will impart my experience to this slope station. It is a place to visit in all the long stretch of the year. In any case, I favored summer. Netherhall is a city in Latehar locale of the Indian territory of Jharkhand. Alluding to the ruler of Chhota Nagpur, it is a well-known slope station. The principal thing you ought to do isn't to neglect to see the dawn at a young hour early in the day. When you revive, you can spend whatever remains of the day in the distinctive waterfalls. At night, influence a point to offer Magnolia To point, which is ten kilometers far from Netarhat, to give a declaration to the marvelous sun. You can take a break in nature or visit the spots like Netherhall School and the Netarhat Dam. Neharhat is a level area and there isn't much regarding nourishment. Around this territory, little eateries for the most part blend Bihari and Bengali dishes. Lodging office isn't accessible here. Maybe a couple little inns are accessible which are dependably group and rooms are not accessible. No healing center and also Police station accessible close it. So this place isn't great insecurity reason. Like and remark on above audit.",Netarhat
